firm_name,discovery_source,firm_type,type_evidence,website,hq_location,corporate_linkedin,signal_date,signal_type,reachability_score,record_status,rejection_reason,aum,aum__source,aum__method,aum__confidence,aum__epistemic,aum__asof,investing_thesis,investing_thesis__source,investing_thesis__method,investing_thesis__confidence,investing_thesis__epistemic,investing_thesis__asof,mandate,mandate__source,mandate__method,mandate__confidence,mandate__epistemic,mandate__asof,background,background__source,background__method,background__confidence,background__epistemic,background__asof,principal_name,principal_name__source,principal_name__method,principal_name__confidence,principal_name__epistemic,principal_name__asof,principal_title,principal_title__source,principal_title__method,principal_title__confidence,principal_title__epistemic,principal_title__asof,principal_linkedin,principal_linkedin__source,principal_linkedin__method,principal_linkedin__confidence,principal_linkedin__epistemic,principal_linkedin__asof,principal_email,principal_email__source,principal_email__method,principal_email__confidence,principal_email__epistemic,principal_email__asof,principal_phone,principal_phone__source,principal_phone__method,principal_phone__confidence,principal_phone__epistemic,principal_phone__asof,recent_signal,recent_signal__source,recent_signal__method,recent_signal__confidence,recent_signal__epistemic,recent_signal__asof
Duquesne Family Office LLC,SEC EDGAR full-text search,Unconfirmed,files SEC 13F-HR as 'Duquesne Family Office LLC' (SEC 13F-HR 2026-05-15 (CIK 0001536411)); single- vs multi-family unproven,,"40 WEST 57TH STREET, 25TH FLOOR, NEW YORK, NY, 10019",,"Fri, 29 May 2026",investment,50,Qualified,,$3.38B (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1536411/000153641126000004/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-05-15,,,,,,,,,,,,,,,,,,,Sue Meng,https://www.sec.gov/Archives/edgar/data/1536411/000153641126000004/primary_doc.xml,13F signature block,High,fact,2026-05-15,General Counsel,https://www.sec.gov/Archives/edgar/data/1536411/000153641126000004/primary_doc.xml,13F signature block,High,fact,2026-05-15,,,,,,,,,,,,,(212) 830-6500,SEC EDGAR submissions CIK 0001536411,official SEC filing (business phone),High,fact,2026-05-15,"Duquesne Family Office Ups Micron Technology Stake by 23,400 Shares - The Globe and Mail",https://news.google.com/rss/articles/CBMi4gFBVV95cUxNWlU5Z3dHWl9KNkFKSHhKdW1US0dmalZVNWdsb2lkV25kMjdYN2FKaFFyZlp5SzZGR3FWZmtCc1pGbUdwV3NMb201aFlTa29LcGdkUE5NZ3NtTk5mRXlDMXhXVUQ1Vm51R1hBMmxlcXN0eFJYWkVIbDR2ekppZi1nekNMNXlOTVBYQkhIRHcyNmh3a0FKRWpfNnVrN2QtUGVSc0FmSDctM0lVSkQ2MEVHN2NMNlItMWdsMWEyTzJqVlBLdU9jX1BDckFrQVpZY3lWb3V0ald1eG1MdmFGNTRCbVV3?oc=5,targeted news query,Low,inference,"Fri, 29 May 2026"
Prime Opportunities Investment Group,Wikidata (P31: family office),Unconfirmed,Wikidata classifies this entity as a family office (instance of Q751314 'family office'); single- vs multi-family split unproven,http://www.primeopp.com,United States,,,,25,Qualified,,$5 billion,http://www.primeopp.com,site copy near AUM/assets language (unverified),Low,inference,,"The contents of this website have been prepared for informational purposes only without regard to the investment objectives, financial situation, or means of any particular person or entity, and PRIME is not soliciting any action based upon them. No information included on this website is to be cons",http://www.primeopp.com,site copy (investing language),Low,inference,,"Compare that value to the current stock price (target 2x-3x current value), to determine the caliber of the investment opportunity;",http://www.primeopp.com,site copy (mandate/criteria language),Low,inference,,"Home - This is Prime Access Notice By clicking ""I Agree"" you are confirming that you are an Accredited Investor. Verification of your accredited status grants you 30 days of access to exclusive content. If you do not meet accredited investor criteria, kindly close this pop-up to explore the remainder of our website. The following notices explain certain restrictions imposed by law on the distribut",http://www.primeopp.com,site homepage / meta description,Medium,fact,,,,,,,,,,,,,,,,,,,,,,,,,,+1 800 550 4188,http://www.primeopp.com,scraped from site (unverified),Low,inference,,,,,,,
Pmg Family Office Llc,SEC CIK registry (entity names),Unconfirmed,files SEC 13F-HR as 'Pmg Family Office Llc' (SEC 13F-HR 2026-07-16 (CIK 0002102299)); single- vs multi-family unproven,,"5700 W PLANO PARKWAY, SUITE 2600, PLANO, TX, 75093",,"Sun, 22 Mar 2026",investment,50,Qualified,,$108.5M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/2102299/000208585326000755/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-07-16,,,,,,,,,,,,,,,,,,,,,,,,,Executive Director,https://www.sec.gov/Archives/edgar/data/2102299/000208585326000755/primary_doc.xml,13F signature block,High,fact,2026-07-16,,,,,,,,,,,,,2145508790,SEC EDGAR submissions CIK 0002102299,official SEC filing (business phone),High,fact,2026-07-16,"PMG Family Office buys 3,064 Apple shares worth $780K amid positive analyst outlooks. - Pluang",https://news.google.com/rss/articles/CBMiekFVX3lxTE5GbC0zREhIb1hfU2FLX0hFbV9UR0V5ZHdhbGZ0cmJHejR4dHY4V2lkWS1wdFZXdDNsalFxOHJPZzZGS0p3ajR5alh1ME5ka1hfOFFZalJoWmhUbXN4Q21XRGlLSkhyLTRWd09uWXZnd29SU1Z1dzFaMDV3?oc=5,targeted news query,Low,inference,"Sun, 22 Mar 2026"
"Lexington Family Office & Trust, Llc",SEC CIK registry (entity names),Unconfirmed,SEC-registered operating entity (CIK 0001551648) with verified filing address/phone; single- vs multi-family split unproven,https://lex-life.com,"9005 OVERLOOK BLVD., BRENTWOOD, TN, 37027",,,,55,Qualified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,team@lex-life.com,https://lex-life.com,MX record present (domain accepts mail),Medium,inference,2026-07-28,386-566-7249,SEC EDGAR submissions CIK 0001551648,official SEC filing (business phone),High,fact,2012-06-18,,,,,,
"Pointone Family Office, Llc",SEC CIK registry (entity names),Unconfirmed,SEC-registered operating entity (CIK 0002102280) with verified filing address/phone; single- vs multi-family split unproven,https://p1fo.com,"919 MANHATTAN AVENUE, SUITE 101, MANHATTAN BEACH, CA, 90266",,,,55,Qualified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@p1fo.com,https://p1fo.com,MX record present (domain accepts mail),Medium,inference,2026-07-28,8183973514,SEC EDGAR submissions CIK 0002102280,official SEC filing (business phone),High,fact,2026-03-25,,,,,,
Korys,Wikidata (P31: family office),Unconfirmed,Wikidata classifies this entity as a family office (instance of Q751314 'family office'); single- vs multi-family split unproven,https://www.korys.be,Belgium,https://www.linkedin.com/company/korys,"Tue, 07 Apr 2026",news,35,Qualified,,,,,,,,"We focus on 3 investment themes. Korys creates a thriving ecosystem across these themes, in which the companies involved complement and reinforce each other, consistently increasing the joint impact.",https://www.korys.be,site copy (investing language),Low,inference,,,,,,,,"Korys · Investing is our commitment to the future Our approach Our portfolio Our insights Our culture Our team Sustainability Investing is our commitment to the future Korys is the entrepreneurial investment company of the Colruyt family. To shape the world we want for ourselves and future generations: that’s what drives us. We work together with other companies toward this shared goal, investing",https://www.korys.be,site homepage / meta description,Medium,fact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Euro Company advances sustainability strategy and Korys partnership - FreshPlaza,https://news.google.com/rss/articles/CBMiugFBVV95cUxQMnloWlg3a0tfTjlwSmxJSlljMHlZc0xMYmQwc2tQejkxNU9nZUFiZ2JTR2pQVExoWXpMdmo1V2dVS05SOEtlR1lrMUJpRWRDS1lfRS0wWmMtSm56dVA4XzQteW02WmpIWVFzckxMeU1SVHZyVzFlZXc2eGdDRl9uN3F6d3JsNE5IOWdfN2hiRGI3TlZfRjFnUE5TcHN3U0tJUHlUQ1pIYVg2cDc2Y1NzeThDNExCS2dWQmc?oc=5,targeted news query,Low,inference,"Tue, 07 Apr 2026"
Builders Vision,Wikidata (P31: family office),Unconfirmed,Wikidata classifies this entity as a family office (instance of Q751314 'family office'); single- vs multi-family split unproven,https://www.buildersvision.com,United States,https://www.linkedin.com/company/builders-vision,"Tue, 14 Jul 2026",news,35,Qualified,,,,,,,,"As detailed in the Financial Times: ""Walton’s theory of change requires going one step further than picking individual investments: it requires a ‘systems approach’ that pulls in reform-minded organisations in an effort to collectively shift given sectors onto a more impact-friendly footing.""",https://www.buildersvision.com,site copy (investing language),Low,inference,,,,,,,,We grow and transform markets that generate financial returns and drive sustainable outcomes.,https://www.buildersvision.com,site homepage / meta description,Medium,fact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Builders Vision adds innovation director to advance food, energy & oceans strategy - Markets Group",https://news.google.com/rss/articles/CBMieEFVX3lxTE9sSkVacmpuUlhKUzNWdUdnY0xqWnk1THhoaVNGOF85NGhBZXpoU0piWExjdGpzb3B5SjVRd3BLWHJ1SXZENEo3VVZYV3lleFJaVlFFaXcxUmIzUjNzUFNLNzRDV0Z2OUFWcG85NzdhWjlEYmhzWnd3WQ?oc=5,targeted news query,Low,inference,"Tue, 14 Jul 2026"
"FAMILY OFFICE OF AMERICA, INC.",SEC EDGAR full-text search,Unconfirmed,SEC-registered operating entity (CIK 0001871181) with verified filing address/phone; single- vs multi-family split unproven,,"6898 S. UNIVERSITY BLVD.,, SUITE 100, CENTENNIAL, CO, 80122",,"Sat, 25 Jul 2026",news,50,Qualified,,,,,,,,,,,,,,,,,,,,SEC-registered filer; industry: Surgical & Medical Instruments & Apparatus.,SEC EDGAR submissions CIK 0001871181,SEC entity record,High,fact,2026-05-15,,,,,,,,,,,,,,,,,,,,,,,,,303-874-7474,SEC EDGAR submissions CIK 0001871181,official SEC filing (business phone),High,fact,2026-05-15,Enterprise value to revenue forward of Family Office of America Inc. – OTC:FOFA - TradingView,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQaklaZnEwRDJjU3ppT3VGZmU2cUlHZGpQa2xscGU0aWVCQkRZaWJDdGpJSHpJdGMzLUNZdTZLWmJyRXdxZ1ZPTTlGSmg2MS1BdHBIZDRuZGxvZUJSc1VTc2k1M09VRHRSWDdtMVROR1Vid05kRXNBeU1xaVJmRWptQmxlVlE3NXE5YWdvaHpCcEJkeE85eXY4MUJiRG1Ud1NjV29EUXVvajg?oc=5,targeted news query,Low,inference,"Sat, 25 Jul 2026"
AC Family Office,Google News RSS,SFO,press names one individual behind the office ('Henry Pizzutello') [https://news.google.com/rss/articles/CBMi6wFBVV95cUxQLW1hX3hlQVlSYnVycDVTbkhyTTRXUjJBTWtkalVZSFpJc29OMVFQeEgzVWRCM3VVTlBCX0prNEtnbXhybEZuaC04Y3AzMFRrYjgteldQRk1adk5rNVJzVUlHVDg0eU9tYm1ZdGRvOTlxRTg3b3AzY292THJLNVlQaGJSMzVmdTIzZDk0TWJEWWN0ZmRFanBqbm1XY0tibmpGTU9zT3J6dGktTTZYYzlpOFd0T2Q5X3F5OG1xMGhZUVVIbUhSRkg5ZERpMXA2VGdKZHZWQldLMXo3NXBFbVZtNFJObzJCdi1ueGtB?oc=5] (inference/medium),,,,,,35,Qualified,,,,,,,,,,,,,,,,,,,,,,,,,,Henry Pizzutello,https://news.google.com/rss/articles/CBMi6wFBVV95cUxQLW1hX3hlQVlSYnVycDVTbkhyTTRXUjJBTWtkalVZSFpJc29OMVFQeEgzVWRCM3VVTlBCX0prNEtnbXhybEZuaC04Y3AzMFRrYjgteldQRk1adk5rNVJzVUlHVDg0eU9tYm1ZdGRvOTlxRTg3b3AzY292THJLNVlQaGJSMzVmdTIzZDk0TWJEWWN0ZmRFanBqbm1XY0tibmpGTU9zT3J6dGktTTZYYzlpOFd0T2Q5X3F5OG1xMGhZUVVIbUhSRkg5ZERpMXA2VGdKZHZWQldLMXo3NXBFbVZtNFJObzJCdi1ueGtB?oc=5,named in news headline (unverified),Low,inference,"Wed, 20 May 2026",,,,,,,,,,,,,,,,,,,,,,,,,AC Family Office Recruits Henry Pizzutello to Expand Presence in The Woodlands and Beaumont Regions - Morningstar,https://news.google.com/rss/articles/CBMi8gFBVV95cUxPeGpUbkI4NXJYV052dVlvZnlIY0x1cGZJM3Y3ckRyUFk1RExDYWFoVGVjaDd5R1NKWEdZYmFkaGdjZzNxMlRRRGNNSDdSMGg0bGNESUoyUUNNajgzWFFZN0RZR1p5RkgyQlk2ejF6VjRIOE5BcnhHMUtzbTVjcmZNdGpKelFsZkFXaThlZ294c1BjTDVJMVljTmxSYndGOGFQRjVLT3cyRWM2X01xZlpjX3duRHhxY2lBcnJWZk10V3FZSHlMUm12RmlzWk5lRkFKSHlOSExIRm1wTl9Jeko5MU5fSFE3a08wdGVJaWVQbkEtQQ?oc=5,news headline,Low,inference,"Wed, 20 May 2026"
Dalio Family Office,Google News RSS,SFO,press names one individual behind the office ('Ray Dalio') [https://news.google.com/rss/articles/CBMiswFBVV95cUxOY0I1LWVqN0NDcEZ4NjdjMGtmZV9PX0pnNzBVWE54TW1vSXJDd1JXMTk5X0c5bEZiUHlqaGZqaV9lRVRIdTc4RjBBeWhTQlZBM1JSV1Fkb1VHSkcwLUFRZTFXVkJFV3hBY2ZIenhmdXFhTkQ1RWtzellvVkNRbUJuZUpEcGtOTDRTZmQ4Z1piWEhIaFRBeGt2NDV3ZG8zdHJRc0xxdUJsVWFDajFESkVCVk5rVQ?oc=5] (inference/medium),,,,,,35,Qualified,,,,,,,,,,,,,,,,,,,,,,,,,,Ray Dalio,https://news.google.com/rss/articles/CBMiswFBVV95cUxOY0I1LWVqN0NDcEZ4NjdjMGtmZV9PX0pnNzBVWE54TW1vSXJDd1JXMTk5X0c5bEZiUHlqaGZqaV9lRVRIdTc4RjBBeWhTQlZBM1JSV1Fkb1VHSkcwLUFRZTFXVkJFV3hBY2ZIenhmdXFhTkQ1RWtzellvVkNRbUJuZUpEcGtOTDRTZmQ4Z1piWEhIaFRBeGt2NDV3ZG8zdHJRc0xxdUJsVWFDajFESkVCVk5rVQ?oc=5,named in news headline (unverified),Low,inference,"Fri, 20 Feb 2026",,,,,,,,,,,,,,,,,,,,,,,,,CIO Mark Baumgartner Departs Dalio Family Office After Less Than a Year - Institutional Investor,https://news.google.com/rss/articles/CBMi6AFBVV95cUxNaFNOVzdiVE1pLW10QlYwZVV5ZEJNRkFialJFV0JOOVJUQmZCamtJSEN5T3VTMUxLR1NENzNjeXlOeTRxX2FRQzR4V0NIMjNoVU14U0hEcTdSXzNfVTRxdW5QUHRuTE9SNHVNcVhyTjc4cVpjN2hfMlRkU191V2htVDI0VFp6MlR6TnhBZDRhN2xsaFdUNFNEb0pvNTdSZXhnNGZSb01fdzAySEFmcER4VUtvcG4teXZGVEM1STRhbUFFQzd6clMtc3RpRzRJZnBjWGEtMExNWERWZU5CR3pPT0k1dEk4c2dK?oc=5,news headline,Low,inference,"Thu, 15 Aug 2024"
Sunil Singhanias Family Office,Google News RSS,SFO,press names one individual behind the office ('Investor Sunil Singhania') [https://news.google.com/rss/articles/CBMikwJBVV95cUxPeHl1SDNEUmwzdXpNVERpc2J2ZUY5elNTc29YdEFCSVAxMHZQRDZGOU1vOGpDUml2ZVV6a3g5dWQtR3lWYnlxR3VvNUhBNEtweUI4c3kwd3RQcXJUa2dfV1lEZ211Yldxb0hzamptNTctYVNMQUptWVJnZVZKLWNNZ1pDOXdHNURwdDhOVHE5bGctTWl1Si04bFpSRXR5X3R2dm9ubjJMRVJpOFloSXNaeHRwVFg0STBjSlVXSlhpeEszMi1zYjBCRWpQenJGdEtrTzJscmxuNVNfYldhdC1sRkV6NWpreS1xR3hjN1RDZFNpZW0xZW1OSEl2ekRGNWowVFMxbTVCOG1iLWh4V3RaTzU5WdIBmAJBVV95cUxPRGQ4Z09RMGxTTmJ2enRNczFUVDdGdG9nYmI5SlloemdvRXJFdHdKblBJc2dDZDZ1bXdhQ3N2bUx1NldMeUh2SzhhaWpiRk51Vkw1MVhEWGR5Zmp6RDVGdzFNOWtSVmdCV0VwVm1rU2hjbGJmYkhRdGJnR0FkWlp5ejdGbWxLb0RwUGNfN3RNTVdHdXZEVkV2dnpKenZGMlR1V3R3M21FX21MV0lXdzlxLTBSMzhGQWtnWnQzdUpVYTg1bmhiUUQ2V21hazRjQWwzbDNMQW1zWFJhWU5TYlBIUXluVWpaOTRXdEd2N0IyMWRKV05yYTUzU1ZoN0sxZXFoRlN0RkFkaUp6RTZ1bzdKOXhLdW94a0Fh?oc=5] (inference/medium),,,,,,35,Qualified,,,,,,,,,,,,,,,,,,,,,,,,,,Investor Sunil Singhania,https://news.google.com/rss/articles/CBMikwJBVV95cUxPeHl1SDNEUmwzdXpNVERpc2J2ZUY5elNTc29YdEFCSVAxMHZQRDZGOU1vOGpDUml2ZVV6a3g5dWQtR3lWYnlxR3VvNUhBNEtweUI4c3kwd3RQcXJUa2dfV1lEZ211Yldxb0hzamptNTctYVNMQUptWVJnZVZKLWNNZ1pDOXdHNURwdDhOVHE5bGctTWl1Si04bFpSRXR5X3R2dm9ubjJMRVJpOFloSXNaeHRwVFg0STBjSlVXSlhpeEszMi1zYjBCRWpQenJGdEtrTzJscmxuNVNfYldhdC1sRkV6NWpreS1xR3hjN1RDZFNpZW0xZW1OSEl2ekRGNWowVFMxbTVCOG1iLWh4V3RaTzU5WdIBmAJBVV95cUxPRGQ4Z09RMGxTTmJ2enRNczFUVDdGdG9nYmI5SlloemdvRXJFdHdKblBJc2dDZDZ1bXdhQ3N2bUx1NldMeUh2SzhhaWpiRk51Vkw1MVhEWGR5Zmp6RDVGdzFNOWtSVmdCV0VwVm1rU2hjbGJmYkhRdGJnR0FkWlp5ejdGbWxLb0RwUGNfN3RNTVdHdXZEVkV2dnpKenZGMlR1V3R3M21FX21MV0lXdzlxLTBSMzhGQWtnWnQzdUpVYTg1bmhiUUQ2V21hazRjQWwzbDNMQW1zWFJhWU5TYlBIUXluVWpaOTRXdEd2N0IyMWRKV05yYTUzU1ZoN0sxZXFoRlN0RkFkaUp6RTZ1bzdKOXhLdW94a0Fh?oc=5,named in news headline (unverified),Low,inference,"Fri, 31 Oct 2025",,,,,,,,,,,,,,,,,,,,,,,,,Ace Investor Sunil Singhanias Family Office Backs SPC (Swapnil Patnis Classes) Indias Leading CA Coaching Brand Enters Pre-IPO Growth Phase - The Tribune,https://news.google.com/rss/articles/CBMijgJBVV95cUxPS0ZBemFJcXRSV1c2Q3prcklxemx4U25ZRTBRdGRLUUJmWWFnTmthaVJUSllucFJ6NGxLZFY2MUVRbzN2TkhWcWpEd0J2RFBVc2lJSzBhUUpxOWtSZEtESHlsRkM2dEhsU2s0N0c2LWlLbEVCSU51LTZGZnNkSjRDSzRTNVg0bVEyOXNEWXFkZWpaa0h0SzVpVVhsa3UySTIyS05kZW1yOW5KMUFpenNzVHdKOWVVY2gta185U3Q1dE1Wc3pxWFA1OXJIRVgtNklKZmUzUmdfc0ZINmdPLWtLWHFJam9TRXlhOHRmNUN0WXNKQXEycVRqa3kteU94b3YwS1NWU0FZRU9MRjhXcmfSAZICQVVfeXFMTi15d2lYWjhaZWhiZ05udFlWR2x3cGIwNmtqeFVza1BkcXNCcVBJdXJfRS14NmF1YmI4MDJLVUxfVmZyZUdzMXRyV2JBX3dKbm13amlOdzNQbmtHTWp4YWc3LTZvb0tXcjE2X0Y5Q19jVUFlUnI4ZHdELTNXZTRnZkxlT3M1ZFR6ck5uTkgwd2FfQmI4T1R3dnhhSjBSMjNVTUlEOXA2bmN0TlJxU0JCMnVsMFVndFVTZFc5cXZxOVJ5aVlndlBFUC1tYU5tNDJMbl9feTBYOXhybWlycFN1WHozT054SDJuY25xMEVpS3J1ekpOS0d1T3Q5N2VTeG1kcjBteFM3RFRQNzFRSktnY2Vadw?oc=5,news headline,Low,inference,"Fri, 31 Oct 2025"
UBS Family Office,Google News RSS,Unconfirmed,described as family office in gathered text; SFO/MFO split unproven,https://www.ubs.com,,,,,25,Qualified,,,,,,,,Investment Bank Investment Bank Visit overview Investment Bank overview What we offer About us Insights Regulatory directory Conferences Investment Bank overview What we offer About us Insights Regulatory directory Conferences,https://www.ubs.com,site copy (investing language),Low,inference,,,,,,,,UBS is a global firm providing financial services in over 50 markets. Visit our site to find out what we offer in your market.,https://www.ubs.com,site homepage / meta description,Medium,fact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UBS Family Office Report Highlights Strong US Exposure, AI Investment - Family Wealth Report",https://news.google.com/rss/articles/CBMivAFBVV95cUxNWUF1RHNZRmdaSm5HanF5d3M5QWNja2NaVmNnN3RMcE85NVZxWnJnTlpTdkU5ODVWWlQxS2s2Qy1Wa1RCZ1NTWmRGRTluUVVreWM1dnpjY2haZnloS2l2YThheUhLNmhHaGxBSk9hSl9XS25fbkR1Y05lblhLY0p3Nmp3T2Q3NDEwYXkyczVITVFacTFsMmdaTXpwbU5vS0N2ZUpMUTByTkFveFpBNUhLVmlhZjlWbm1DNE9vbg?oc=5,news headline,Low,inference,"Fri, 29 May 2026"
UBS Global Family Office,Google News RSS,Unconfirmed,described as family office in gathered text; SFO/MFO split unproven,https://www.ubs.com,,,,,25,Qualified,,,,,,,,Investment Bank Investment Bank Visit overview Investment Bank overview What we offer About us Insights Regulatory directory Conferences Investment Bank overview What we offer About us Insights Regulatory directory Conferences,https://www.ubs.com,site copy (investing language),Low,inference,,,,,,,,UBS is a global firm providing financial services in over 50 markets. Visit our site to find out what we offer in your market.,https://www.ubs.com,site homepage / meta description,Medium,fact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBS Global Family Office Report 2024: balance is back - Funds Society,https://news.google.com/rss/articles/CBMinwFBVV95cUxNdGVESWZUelkteVdzNzZHdlF2QUM1cHFlYUppOTYxSkJoVWp2QklYU1lnOTlWaTdUcm9ncjZKWGpUOEhVS2FUNWI5ZzZocUI3TkU5Y3JjTWJGWHh5T2hkX2l5S2puOU01NndUZzhtX2ttbF9lLXk3cEtsTE5XV1k1WEJmRHd4YV9YS2ZKbjlrLTZQblVMb0RfRkJrakNYNjg?oc=5,news headline,Low,inference,"Thu, 23 May 2024"
Kirloskar Family Office,Google News RSS,Unconfirmed,described as family office in gathered text; SFO/MFO split unproven,http://www.kirloskar.com,,,,,25,Qualified,,,,,,,,"For a period of over 135+ years, we at the Kirloskar Group, affectionately referred to as Kirloskar, have focused on the progress of economic self-sufficiency and industrial growth in India. Our first products, the iron plough and chaff cutters, were introduced by our founder Hon. Late Shri Laxmanra",http://www.kirloskar.com,site copy (investing language),Low,inference,,,,,,,,"Welcome to the official website of Kirloskar, Explore the legacy of Kirloskar Group - Your trusted source for information about Kirloskar Companies with over 135 + years of industrial excellence",http://www.kirloskar.com,site homepage / meta description,Medium,fact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kirloskar Family Office, Madhusudan Kela back Artha Group’s Rs 450 cr micro-VC fund - Business Today",https://news.google.com/rss/articles/CBMi5gFBVV95cUxNVkl5WXV3Q2liTG0tcXRrOW5hNnlMdmQ4WW5TQXZNVVBLZ2VNTVhTV0NnV3FFOHUxYWljQW5lN09zemxEQXdfam5PT1I3cUNQRWZKZE1ycFhZWDRxa1FlV09LWnlBWHFuaTdyVEFQM3NFejlQWVJWaWxjdVp5Q0o5dnhsNmdaNzZtWHVNUEdQQlh5eWRrNGdMQ2RiN1pFVVJteGFMcC1wYlNGSWRZQlo5WThzaUFKT25hdENBbkdHaGNTSmZFVlVQdHlPX0hkV1k5QWxkLVB3elRveVdpRG1Ja2kxMUZ3Zw?oc=5,news headline,Low,inference,"Tue, 11 Oct 2022"
Genspring Family Offices Llc,SEC CIK registry (entity names),Unconfirmed,SEC-registered operating entity (CIK 0001318447) with verified filing address/phone; single- vs multi-family split unproven,,"150 SOUTH U.S. HIGHWAY 1, JUPITER, FL, 33477",,"Wed, 17 Oct 2012",news,50,Qualified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561-354-2551,SEC EDGAR submissions CIK 0001318447,official SEC filing (business phone),High,fact,2018-02-12,How being a $19-billion family office roll-up owned by a bank finally caught up with GenSpring - RIABiz,https://news.google.com/rss/articles/CBMiwwFBVV95cUxNS015ZDRPX2tnY3ZMbXJQa0JFbndlai1ZellqYndvR0pRVmQ2YnFxbzRSWGQ1MEg4UTVDNjE2d1U0UnVROHRpYzctMDBEU2J2aFlnSkFlZE11ZllwMzE4bi1DazlHZ1JvdkhoOTBiR2N4RFZlRUFyaE91b1l3M3E4TFJJNnlzVFJYU1NfN05xZ2ZhMWk1S1N2dDdBLWs5UFk0ZmcxWWY4M1hOM2FEYko0d2xTZmstYUhoWFJsckhIVWJFUVk?oc=5,targeted news query,Low,inference,"Wed, 17 Oct 2012"
"Waveland Family Office, Llc",SEC CIK registry (entity names),Unconfirmed,SEC-registered operating entity (CIK 0002007105) with verified filing address/phone; single- vs multi-family split unproven,,"570 LAKE COOK RD, SUITE 320, DEERFIELD, IL, 60015",,"Tue, 04 Feb 2025",news,50,Qualified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312-961-7612,SEC EDGAR submissions CIK 0002007105,official SEC filing (business phone),High,fact,2025-01-17,CLEARSTEAD ADVISORS ANNOUNCES ACQUISITION OF WAVELAND FAMILY OFFICE - PR Newswire,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQX0MtMV9XT1JNRjFfdlpwc3p1MEg4ZTJ4a050ZDFTQ2gzWEVOc25TaVAwaEFOWE02aXdid3g4QjUwN1lYRGt4ajE1aDBVYy1kWHkwMng0WUVVMUVTd2dtNlZFeS15M3F1M09ndmF5RVI0SmUxUmpQdnozQ2tVem1HOTRQaGR4UG1XcVYteTFQSm1xVVlPUnhCRlFxYVFsUE1uRWRocFdITy0xcFpUWVpYYlJFZUxhSV9tT09DczBsUUg?oc=5,targeted news query,Low,inference,"Tue, 04 Feb 2025"
Revisio Family Office,Wikidata (P31: family office),Unconfirmed,Wikidata classifies this entity as a family office (instance of Q751314 'family office'); single- vs multi-family split unproven,https://revisio-family.de,Germany,,,,30,Qualified,,,,,,,,,,,,,,,,,,,,"Ganzheitliche Betreuung von Familieninteressen, Nachlassverwaltung, Testamentsvollstreckung, Controlling, Compliance, Digitalisierung",https://revisio-family.de,site homepage / meta description,Medium,fact,,,,,,,,,,,,,,,,,,,,info@revisio-family.de,https://revisio-family.de,MX record present (domain accepts mail),Medium,inference,2026-07-28,,,,,,,,,,,,
"Biltmore Family Office, Llc",SEC CIK registry (entity names),Unconfirmed,"files SEC 13F-HR as 'Biltmore Family Office, Llc' (SEC 13F-HR 2026-05-11 (CIK 0001731123)); single- vs multi-family unproven",https://biltmorefamilyoffice.com,"500 EAST BOULEVARD, CHARLOTTE, NC, 28203",,,,25,Qualified,,$715.5M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1731123/000139834426008905/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-05-11,,,,,,,,,,,,,,,,,,,Christopher H. A. Cecil,https://www.sec.gov/Archives/edgar/data/1731123/000139834426008905/primary_doc.xml,13F signature block,High,fact,2026-05-11,President/Chief Compliance Officer,https://www.sec.gov/Archives/edgar/data/1731123/000139834426008905/primary_doc.xml,13F signature block,High,fact,2026-05-11,,,,,,,,,,,,,704-272-4698,SEC EDGAR submissions CIK 0001731123,official SEC filing (business phone),High,fact,2026-05-11,,,,,,
